add_dens_source,diffuse_dens,lin_solve_dens,advect_dens,add_source_vel,diffuse_vel,lin_solve_vel,advect_vel
0.00249056,0.181912,0.0873664,0.0276384,0.000623075,-0.0954652,0.0954508,-1.4413e-05,0.0135123
0.0209993,0.223989,0.105997,0.0679602,0.00638611,-0.109706,0.10969,-1.5948e-05,0.027896
0.00556008,0.201108,0.0934182,0.0182996,0.0038148,-0.104892,0.104885,-6.822e-06,0.0129752
0.00194885,0.203199,0.091541,0.018243,0.000802988,-0.098872,0.0988565,-1.5437e-05,0.012191
0.00201499,0.180107,0.0861279,0.0178746,0.000634513,-0.0924648,0.0924524,-1.2461e-05,0.011964
0.0020657,0.179526,0.0860819,0.0177336,0.00065878,-0.093734,0.0937203,-1.363e-05,0.0116828
0.00196721,0.184275,0.0906996,0.0235171,0.00373319,-0.113775,0.11376,-1.5418e-05,0.0124519
0.00222341,0.203486,0.0972524,0.0844747,0.00841137,-0.118363,0.118343,-2.0152e-05,0.0179122
0.0155224,0.210852,0.121997,0.0194887,0.000651895,-0.101111,0.101096,-1.5322e-05,0.0127404
0.00194946,0.1859,0.0915909,0.018818,0.0006265,-0.0926542,0.0926384,-1.5874e-05,0.0124824
0.00727489,0.193665,0.0968622,0.0178182,0.000642911,-0.0970782,0.0970636,-1.4613e-05,0.0123322
0.00197334,0.188493,0.0919501,0.0291536,0.000618754,-0.0978626,0.0978475,-1.5153e-05,0.01267
0.00197039,0.182457,0.0917747,0.0171734,0.000622804,-0.0931416,0.0931253,-1.635e-05,0.0119155
0.0019903,0.18187,0.0917145,0.0178154,0.000628718,-0.111699,0.111685,-1.3795e-05,0.0189791
0.0062148,0.203913,0.103245,0.0433222,0.00227468,-0.110249,0.110233,-1.575e-05,0.0229722
0.00199213,0.193459,0.0919444,0.0320541,0.000669621,-0.0986524,0.0986369,-1.5428e-05,0.0126639
0.0180178,0.181624,0.0907134,0.0518758,0.00062756,-0.100139,0.100125,-1.3565e-05,0.0134591
0.00195743,0.181647,0.111245,0.0670686,0.00215292,-0.133848,0.133833,-1.4642e-05,0.0219803
0.00198354,0.202252,0.0989376,0.019614,0.000628756,-0.0987267,0.0987102,-1.6475e-05,0.0128026
0.00193408,0.192634,0.0893026,0.017248,0.000624521,-0.0932323,0.0932182,-1.4148e-05,0.012398
0.0190129,0.230484,0.103965,0.0627508,0.00774269,-0.124813,0.124796,-1.6881e-05,0.0255514
0.0157715,0.218529,0.0960884,0.0182621,0.000638598,-0.100628,0.100613,-1.5253e-05,0.0129848
0.00277979,0.186918,0.0906467,0.0198448,0.00062603,-0.0953299,0.0953132,-1.6681e-05,0.0125811
0.00195685,0.181611,0.0887059,0.020993,0.00063391,-0.093941,0.0939271,-1.3839e-05,0.0135955
0.0075124,0.201171,0.0996993,0.0181084,0.000618958,-0.0937534,0.0937393,-1.4077e-05,0.0142265
0.00192252,0.181889,0.0908409,0.0174866,0.000734419,-0.0938078,0.0937928,-1.5026e-05,0.0204357
0.00193185,0.183222,0.101627,0.0765108,0.00672692,-0.105485,0.105469,-1.6416e-05,0.0165958
0.0241354,0.230764,0.109247,0.0730004,0.00227163,-0.115518,0.115502,-1.603e-05,0.0148187
0.00202333,0.191627,0.093933,0.0254783,0.000621686,-0.100784,0.100772,-1.2736e-05,0.0140192
0.00196899,0.177689,0.0861075,0.0176259,0.000665511,-0.094784,0.0947758,-8.255e-06,0.0127236
0.00210653,0.180222,0.0862644,0.0175421,0.000800237,-0.0950348,0.0950217,-1.3077e-05,0.0134227
0.00198185,0.183493,0.0899869,0.0426792,0.000747486,-0.0990499,0.0990356,-1.431e-05,0.0155726
0.00205818,0.181872,0.0885373,0.0236297,0.000673207,-0.0940821,0.0940679,-1.4189e-05,0.0131662
0.022755,0.245837,0.128799,0.0580003,0.00228029,-0.117498,0.117482,-1.5758e-05,0.0318267
0.016185,0.246478,0.100667,0.0197573,0.00064273,-0.101908,0.101893,-1.4643e-05,0.0146287
0.00659107,0.216814,0.102059,0.0314983,0.00420633,-0.114439,0.114423,-1.5427e-05,0.0144434
0.00217601,0.192161,0.0926845,0.0188094,0.000622209,-0.0996315,0.099614,-1.7521e-05,0.0143284
0.00192156,0.186711,0.090614,0.0295687,0.000671582,-0.096743,0.0967311,-1.1891e-05,0.0135585
0.0019528,0.182075,0.122362,0.0187574,0.00226242,-0.102236,0.10222,-1.5887e-05,0.0157222
0.00195504,0.216671,0.118848,0.0651809,0.00661589,-0.118978,0.118961,-1.6365e-05,0.0218073
0.0238015,0.230965,0.112619,0.0195489,0.000634459,-0.106348,0.106333,-1.4571e-05,0.0150328
0.00195918,0.193679,0.0938422,0.0732253,0.000651332,-0.101823,0.101806,-1.7063e-05,0.0145251
0.00194275,0.188862,0.0907882,0.0182684,0.000613296,-0.0968135,0.0967985,-1.5032e-05,0.0134849
0.00199357,0.185661,0.0982898,0.0176544,0.000618229,-0.0950775,0.095062,-1.5504e-05,0.0136593
0.00204179,0.207846,0.0975612,0.019372,0.000663018,-0.0998133,0.0997985,-1.4778e-05,0.0144413
0.019923,0.189477,0.101056,0.0620005,0.00597572,-0.103781,0.103758,-2.3073e-05,0.0180498
0.0214243,0.225387,0.107001,0.0734448,0.000637004,-0.111172,0.111154,-1.7733e-05,0.0155757
0.00193563,0.182809,0.0938344,0.018499,0.000629501,-0.0999362,0.0999204,-1.578e-05,0.015849
0.00499702,0.182757,0.0936692,0.019195,0.000637773,-0.100245,0.10023,-1.4716e-05,0.015982
0.00191484,0.185038,0.0914618,0.0184181,0.000596497,-0.0953473,0.0953324,-1.4948e-05,0.0150209
0.00194735,0.187473,0.0914572,0.0259911,0.00091374,-0.0981689,0.0981549,-1.4009e-05,0.0147245
0.00194471,0.187128,0.0914028,0.0186577,0.00108066,-0.098899,0.0988863,-1.2712e-05,0.0553452
0.0256917,0.22957,0.0996152,0.0650158,0.0041537,-0.112301,0.112286,-1.4526e-05,0.0402365
0.00260411,0.202508,0.0957583,0.019844,0.000622763,-0.100915,0.1009,-1.4618e-05,0.0161045
0.00192694,0.181659,0.0906705,0.0205243,0.000665381,-0.100432,0.100418,-1.3471e-05,0.0148414
0.0215934,0.256678,0.113318,0.0769967,0.00816818,-0.131359,0.131343,-1.6071e-05,0.038559
